Unit,Team,Initiative,Описание,Стейкхолдер (мок),25_Q1_Стоимость,25_Q1_Поддержка,25_Q1_On-Track,25_Q1_Metric Plan,25_Q1_Metric Fact,25_Q1_Other Costs,25_Q1_Comment,25_Q2_Стоимость,25_Q2_Поддержка,25_Q2_On-Track,25_Q2_Metric Plan,25_Q2_Metric Fact,25_Q2_Other Costs,25_Q2_Comment,25_Q3_Стоимость,25_Q3_Поддержка,25_Q3_On-Track,25_Q3_Metric Plan,25_Q3_Metric Fact,25_Q3_Other Costs,25_Q3_Comment,25_Q4_Стоимость,25_Q4_Поддержка,25_Q4_On-Track,25_Q4_Metric Plan,25_Q4_Metric Fact,25_Q4_Other Costs,25_Q4_Comment,26_Q1_Стоимость,26_Q1_Поддержка,26_Q1_On-Track,26_Q1_Metric Plan,26_Q1_Metric Fact,26_Q1_Other Costs,26_Q1_Comment,26_Q2_Стоимость,26_Q2_Поддержка,26_Q2_On-Track,26_Q2_Metric Plan,26_Q2_Metric Fact,26_Q2_Other Costs,26_Q2_Comment,26_Q3_Стоимость,26_Q3_Поддержка,26_Q3_On-Track,26_Q3_Metric Plan,26_Q3_Metric Fact,26_Q3_Other Costs,26_Q3_Comment,26_Q4_Стоимость,26_Q4_Поддержка,26_Q4_On-Track,26_Q4_Metric Plan,26_Q4_Metric Fact,26_Q4_Other Costs,26_Q4_Comment
Client Platform,Menu,Расчетчик,"Создание модуля автоматического расчета юнит-коста в разрезе SKU, конкретной точки и канала продаж. Инструмент связывает данные замеров, цен и налогов, позволяя отслеживать сквозную себестоимость и выявлять отклонения факт/теория. Это заменяет ручные расчеты в Excel и дает прозрачную панель прибыльности для финансового отдела и франчайзи.","Eurasia, IT",236 190,FALSE,TRUE,[MOCK] Оптимизация ядра расчета,[MOCK] Ускорено на 20%,25 275,,201 847,FALSE,TRUE,[MOCK] Поддержка сложных акций,[MOCK] Готово,8 760,,206 610,TRUE,FALSE,[MOCK] Рефакторинг модуля скидок,[MOCK] Перенос на Q4,188,[MOCK] Не хватило ресурсов,295 527,FALSE,TRUE,[MOCK] Рефакторинг модуля скидок,[MOCK] Завершено,42 478,,100 000,TRUE,FALSE,[MOCK] Поддержка,[MOCK] Стабильно,5 000,[MOCK] Инцидент в праздники,102 000,TRUE,TRUE,[MOCK] Поддержка,[MOCK] Стабильно,5 000,,98 500,TRUE,TRUE,[MOCK] Поддержка,[MOCK] Стабильно,5 000,,101 000,TRUE,TRUE,[MOCK] Поддержка,[MOCK] Стабильно,5 000,
Client Platform,Menu,НПЗ,,"Eurasia, IT",6 541 948,FALSE,TRUE,[MOCK] Старт проекта НПЗ,[MOCK] Старт успешен,303 297,,11 290 239,FALSE,TRUE,[MOCK] Разработка ядра НПЗ,[MOCK] Ядро готово,144 544,,10 531 014,FALSE,FALSE,[MOCK] Интеграция с кассами,[MOCK] Интеграция есть,3 099,[MOCK] Кассы не тянут нагрузку,9 850 400,FALSE,TRUE,[MOCK] Пилотный запуск,[MOCK] Запущено в 5 пиццериях,122 715,,2 150 000,FALSE,FALSE,[MOCK] Тиражирование,[MOCK] 50 пиццерий,50 000,[MOCK] Сопротивление франчайзи,2 200 000,FALSE,TRUE,[MOCK] Поддержка и развитие,[MOCK] Ок,50 000,,1 050 000,TRUE,TRUE,[MOCK] Поддержка,[MOCK] Ок,30 000,,1 020 000,TRUE,TRUE,[MOCK] Поддержка,[MOCK] Ок,30 000,
Client Platform,Purrrrfectionists,CVM Core,,"Eurasia, IMF, MENA, Drinkit",0,FALSE,TRUE,[MOCK] Поддержка текущих кампаний,[MOCK] Ок,0,,0,FALSE,TRUE,[MOCK] Оптимизация отправки пушей,[MOCK] Done,0,,0,FALSE,FALSE,[MOCK] Новые сегменты,[MOCK] Done,0,[MOCK] Данные не готовы,1 442 955,FALSE,TRUE,[MOCK] Миграция на новый движок,[MOCK] Начато,99 705,,800 000,FALSE,TRUE,[MOCK] Завершение миграции,[MOCK] Завершено,40 000,[MOCK] Переключили трафик,180 500,TRUE,FALSE,[MOCK] Поддержка,[MOCK] Ок,5 000,[MOCK] Упала доставляемость,175 000,TRUE,TRUE,[MOCK] Поддержка,[MOCK] Ок,5 000,,178 000,TRUE,TRUE,[MOCK] Поддержка,[MOCK] Ок,5 000,
Client Platform,Purrrrfectionists,Comunication center,,"Eurasia, IMF, MENA, Drinkit",0,FALSE,TRUE,[MOCK] Дизайн архитектуры,[MOCK] Утвержден,0,,0,FALSE,FALSE,[MOCK] MVP рассыльщика,[MOCK] Готов,0,[MOCK] Не работает шаблонизатор,0,FALSE,TRUE,[MOCK] Подключение WhatsApp,[MOCK] Подключено,0,,519 464,FALSE,TRUE,[MOCK] Запуск в прод,[MOCK] Запущено,59 823,,150 000,TRUE,TRUE,[MOCK] Поддержка,[MOCK] Стабильно,5 000,,250 000,FALSE,FALSE,[MOCK] Новые каналы (TG),[MOCK] Подключено,10 000,[MOCK] Бан от Telegram,155 000,TRUE,TRUE,[MOCK] Поддержка,[MOCK] Стабильно,5 000,,152 000,TRUE,TRUE,[MOCK] Поддержка,[MOCK] Стабильно,5 000,
Client Platform,Purrrrfectionists,AB тесты и аналитика,,"Eurasia, IMF, MENA, Drinkit",0,TRUE,FALSE,[MOCK] План тестов Q1,[MOCK] Выполнен,0,[MOCK] Ошибка выборки,0,TRUE,TRUE,[MOCK] План тестов Q2,[MOCK] Выполнен,0,,0,TRUE,TRUE,[MOCK] План тестов Q3,[MOCK] Выполнен,0,,57 718,TRUE,TRUE,[MOCK] План тестов Q4,[MOCK] Выполнен,19 941,,100 000,TRUE,TRUE,[MOCK] Поддержка платформы,[MOCK] Ок,5 000,,102 000,TRUE,FALSE,[MOCK] Поддержка,[MOCK] Ок,5 000,[MOCK] Данные не пишутся,98 000,TRUE,TRUE,[MOCK] Поддержка,[MOCK] Ок,5 000,,101 000,TRUE,TRUE,[MOCK] Поддержка,[MOCK] Ок,5 000,
Client Platform,Purrrrfectionists,Промоплатформа,,"Eurasia, IMF, MENA, Drinkit",0,FALSE,TRUE,[MOCK] Прототип конструктора промо,[MOCK] Готов,0,,0,FALSE,TRUE,[MOCK] Бэкенд логики промо,[MOCK] Готов,0,,0,FALSE,FALSE,[MOCK] Фронтенд админки,[MOCK] Готов,0,[MOCK] Фронтендер уволился,57 718,FALSE,TRUE,[MOCK] Релиз 1.0,[MOCK] Релиз успешен,19 941,,150 000,TRUE,TRUE,[MOCK] Поддержка,[MOCK] Ок,5 000,,250 000,FALSE,TRUE,[MOCK] Новые типы механик,[MOCK] Внедрено 2 типа,10 000,[MOCK] Сложная логика,155 000,TRUE,FALSE,[MOCK] Поддержка,[MOCK] Ок,5 000,[MOCK] Инцидент с купонами,152 000,TRUE,TRUE,[MOCK] Поддержка,[MOCK] Ок,5 000,
Client Platform,Peaches,Админка персакций 2.0,,"Eurasia, IMF, MENA, Drinkit",0,FALSE,TRUE,[MOCK] Сбор требований,[MOCK] Собран,0,,0,FALSE,TRUE,[MOCK] Дизайн макетов,[MOCK] Готовы,0,,0,FALSE,FALSE,[MOCK] Верстка,[MOCK] Готова,0,[MOCK] Долгое ревью,0,FALSE,TRUE,[MOCK] Интеграция с API,[MOCK] Готова,0,,150 000,FALSE,TRUE,[MOCK] Тестирование и запуск,[MOCK] Запущено,5 000,,100 000,TRUE,TRUE,[MOCK] Поддержка,[MOCK] Стабильно,2 000,,50 000,TRUE,TRUE,[MOCK] Поддержка,[MOCK] Стабильно,2 000,,0,TRUE,TRUE,[MOCK] Поддержка,[MOCK] Стабильно,2 000,
Client Platform,Peaches,Динамическое комбо,,Eurasia,0,FALSE,TRUE,[MOCK] Исследование рынка,[MOCK] Проведено,0,,2 967 915,FALSE,FALSE,[MOCK] Разработка алгоритма,[MOCK] Алгоритм готов,899,[MOCK] Алгоритм не сходится,114 159,FALSE,TRUE,[MOCK] Тестирование на данных,[MOCK] Успешно,0,,748 384,FALSE,TRUE,[MOCK] Запуск пилота,[MOCK] Запущен,32 965,,500 000,FALSE,TRUE,[MOCK] Раскатка на сеть,[MOCK] Раскатано,20 000,,160 000,TRUE,FALSE,[MOCK] Поддержка,[MOCK] Ок,10 000,[MOCK] Жалобы клиентов,162 000,TRUE,TRUE,[MOCK] Поддержка,[MOCK] Ок,10 000,,158 000,TRUE,TRUE,[MOCK] Поддержка,[MOCK] Ок,10 000,
Client Platform,Peaches,Поиск,,"Eurasia, IMF, MENA",0,FALSE,TRUE,[MOCK] Выбор движка (ES/Algolia),[MOCK] Выбран ES,0,,1 041 372,FALSE,TRUE,[MOCK] Настройка индексации,[MOCK] Настроено,0,,83 095,FALSE,FALSE,[MOCK] Реализация API поиска,[MOCK] Реализовано,1 532,[MOCK] Медленный поиск,225 400,FALSE,TRUE,[MOCK] Внедрение в UI,[MOCK] Внедрено,-551 082,,150 000,FALSE,TRUE,[MOCK] Тюнинг релевантности,[MOCK] CTR +2%,5 000,,100 000,TRUE,TRUE,[MOCK] Поддержка,[MOCK] Ок,2 000,,50 000,TRUE,FALSE,[MOCK] Поддержка,[MOCK] Ок,2 000,[MOCK] Падение индекса,0,TRUE,TRUE,[MOCK] Поддержка,[MOCK] Ок,2 000,
Client Platform,Peaches,Динамический промис,,Eurasia,0,FALSE,TRUE,[MOCK] Сбор датасета,[MOCK] Собран,0,,0,FALSE,TRUE,[MOCK] Обучение модели,[MOCK] Обучена,0,,462 820,FALSE,TRUE,[MOCK] Интеграция с чекаутом,[MOCK] Интегрировано,1 021,,889 069,FALSE,FALSE,[MOCK] АБ тест точности,[MOCK] Успех,-372 524,[MOCK] Тест не показал роста,200 000,TRUE,TRUE,[MOCK] Поддержка,[MOCK] Стабильно,5 000,,250 000,FALSE,TRUE,[MOCK] Ретрейн модели,[MOCK] Точность +1%,10 000,,205 000,TRUE,TRUE,[MOCK] Поддержка,[MOCK] Стабильно,5 000,,202 000,TRUE,TRUE,[MOCK] Поддержка,[MOCK] Стабильно,5 000,
Client Platform,Peaches,Старая админка промоакций,,"Eurasia, IMF, MENA, Drinkit",0,TRUE,TRUE,[MOCK] Поддержка легаси,[MOCK] Работает,0,,0,TRUE,FALSE,[MOCK] Фикс критичных багов,[MOCK] Пофикшено,0,[MOCK] Критичный баг,115 696,TRUE,TRUE,[MOCK] Поддержка,[MOCK] Работает,511,,142 379,FALSE,TRUE,[MOCK] План вывода из экспл.,[MOCK] План готов,-180,,50 000,FALSE,TRUE,[MOCK] Отключение модулей,[MOCK] Отключено,1 000,[MOCK] Поэтапно,20 000,FALSE,FALSE,[MOCK] Полное отключение,[MOCK] Завершено,1 000,[MOCK] Зависимость не убрана,0,TRUE,TRUE,[MOCK] -,[MOCK] -,0,,0,TRUE,TRUE,[MOCK] -,[MOCK] -,0,
Client Platform,Peaches,Прочие инициативы,,IT,0,TRUE,TRUE,[MOCK] Мелкие доработки,[MOCK] Done,0,,2 967 915,FALSE,TRUE,[MOCK] Технические задачи,[MOCK] Done,899,,115 696,FALSE,TRUE,[MOCK] Оптимизация,[MOCK] Done,511,,142 379,TRUE,TRUE,[MOCK] Поддержка,[MOCK] Done,-180,,100 000,TRUE,FALSE,[MOCK] Поддержка,[MOCK] Стабильно,5 000,[MOCK] Ресурсный конфликт,102 000,TRUE,TRUE,[MOCK] Поддержка,[MOCK] Стабильно,5 000,,50 000,TRUE,TRUE,[MOCK] Поддержка,[MOCK] Стабильно,5 000,,0,TRUE,TRUE,[MOCK] Поддержка,[MOCK] Стабильно,5 000,
Client Platform,Pilorama,Все данные по клиенту в клиентском профиле,,"Eurasia, IMF, MENA, Drinkit",2 099 052,FALSE,TRUE,[MOCK] Агрегация данных о заказах,[MOCK] Готово,62 400,,6 246 827,FALSE,TRUE,[MOCK] Агрегация данных о жалобах,[MOCK] Готово,44 502,,4 128 149,FALSE,FALSE,[MOCK] Единый профиль UI,[MOCK] Готов,67,[MOCK] Дизайн не готов,1 050 400,FALSE,TRUE,[MOCK] Запуск для КЦ,[MOCK] Запущен,84,,315 000,TRUE,TRUE,[MOCK] Поддержка,[MOCK] Стабильно,5 000,,300 000,FALSE,TRUE,[MOCK] Добавление новых полей,[MOCK] Добавлено,10 000,,205 000,TRUE,FALSE,[MOCK] Поддержка,[MOCK] Стабильно,5 000,[MOCK] Тормозит база,202 000,TRUE,TRUE,[MOCK] Поддержка,[MOCK] Стабильно,5 000,
Client Platform,Pilorama,Дообогащение из внешних и внутренних источников,,"Eurasia, IMF, MENA, Drinkit",0,FALSE,FALSE,[MOCK] Подключение источника X,[MOCK] Готово,0,[MOCK] Нет API,0,FALSE,TRUE,[MOCK] Подключение источника Y,[MOCK] Готово,0,,0,FALSE,TRUE,[MOCK] Валидация данных,[MOCK] Ок,0,,179 265,FALSE,TRUE,[MOCK] Запуск обогащения,[MOCK] Работает,28 039,,100 000,TRUE,TRUE,[MOCK] Поддержка,[MOCK] Стабильно,5 000,,150 000,FALSE,TRUE,[MOCK] Новые источники,[MOCK] Подключено,10 000,,50 000,TRUE,FALSE,[MOCK] Поддержка,[MOCK] Стабильно,5 000,[MOCK] Сбой поставщика,0,TRUE,TRUE,[MOCK] Поддержка,[MOCK] Стабильно,5 000,
Client Platform,Pilorama,CVM Engine,,"Eurasia, IMF, MENA, Drinkit",2 099 052,FALSE,TRUE,[MOCK] Оптимизация производительности,[MOCK] +15% RPS,62 400,,1 158 275,FALSE,TRUE,[MOCK] Новые триггеры,[MOCK] Внедрено,19 072,,1 834 752,FALSE,FALSE,[MOCK] Рефакторинг событий,[MOCK] Done,45,[MOCK] Потеряли события,450 600,TRUE,TRUE,[MOCK] Стабилизация,[MOCK] Стабильно,28 039,,150 000,TRUE,TRUE,[MOCK] Поддержка,[MOCK] Стабильно,5 000,,152 000,TRUE,TRUE,[MOCK] Поддержка,[MOCK] Стабильно,5 000,,148 000,TRUE,TRUE,[MOCK] Поддержка,[MOCK] Стабильно,5 000,,151 000,TRUE,TRUE,[MOCK] Поддержка,[MOCK] Стабильно,5 000,
Client Platform,Pilorama,Интеграции с агрегаторами лояльности,,Eurasia,0,FALSE,TRUE,[MOCK] Анализ API партнеров,[MOCK] Проанализировано,0,,0,FALSE,TRUE,[MOCK] Реализация коннектора,[MOCK] Готово,0,,0,FALSE,FALSE,[MOCK] Тестирование обмена,[MOCK] Успешно,0,[MOCK] Ошибки формата,0,FALSE,TRUE,[MOCK] Запуск интеграции,[MOCK] Запущено,0,,100 000,TRUE,TRUE,[MOCK] Поддержка,[MOCK] Стабильно,2 000,,102 000,TRUE,TRUE,[MOCK] Поддержка,[MOCK] Стабильно,2 000,,50 000,TRUE,FALSE,[MOCK] Поддержка,[MOCK] Стабильно,2 000,[MOCK] Партнер упал,0,TRUE,TRUE,[MOCK] Поддержка,[MOCK] Стабильно,2 000,
Client Platform,Pilorama,Развитие сервиса лояльности,,"Eurasia, IMF, MENA, Drinkit",0,FALSE,TRUE,[MOCK] Новые уровни лояльности,[MOCK] Внедрено,0,,0,FALSE,TRUE,[MOCK] Сгорание бонусов,[MOCK] Внедрено,0,,0,FALSE,TRUE,[MOCK] Реферальная программа,[MOCK] Внедрено,0,,0,FALSE,FALSE,[MOCK] Геймификация,[MOCK] Внедрено,0,[MOCK] Сложности геймдизайна,150 000,TRUE,TRUE,[MOCK] Поддержка,[MOCK] Ок,5 000,,152 000,TRUE,TRUE,[MOCK] Поддержка,[MOCK] Ок,5 000,,148 000,TRUE,TRUE,[MOCK] Поддержка,[MOCK] Ок,5 000,,151 000,TRUE,TRUE,[MOCK] Поддержка,[MOCK] Ок,5 000,
Client Platform,Pilorama,Скоринг клиента,,Eurasia,0,FALSE,TRUE,[MOCK] Разработка модели скоринга,[MOCK] Готово,0,,0,FALSE,TRUE,[MOCK] Интеграция с CRM,[MOCK] Готово,0,,0,FALSE,FALSE,[MOCK] Тестирование предсказаний,[MOCK] Готово,0,[MOCK] Модель переобучилась,0,FALSE,TRUE,[MOCK] Внедрение в процессы,[MOCK] Внедрено,0,,150 000,TRUE,TRUE,[MOCK] Поддержка,[MOCK] Ок,5 000,,250 000,FALSE,TRUE,[MOCK] Дообучение модели,[MOCK] Точность +2%,10 000,,155 000,TRUE,FALSE,[MOCK] Поддержка,[MOCK] Ок,5 000,[MOCK] Инцидент,152 000,TRUE,TRUE,[MOCK] Поддержка,[MOCK] Ок,5 000,
